date,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Summary_Breezy and Mostly Cloudy,Summary_Breezy and Overcast,Summary_Breezy and Partly Cloudy,Summary_Clear,Summary_Foggy,Summary_Mostly Cloudy,Summary_Other,Summary_Overcast,Summary_Partly Cloudy,PrecipType_null,PrecipType_rain,PrecipType_snow,Temperature (C)
2006-04-12 19:00:00,6.816666666666668,0.71,12.3648,20.0,9.982,1005.89,0,0,0,0,0,0,0,1,0,0,1,0,8.794444444444444
2006-04-12 20:00:00,5.405555555555554,0.72,13.894300000000005,28.0,15.826300000000002,1006.37,0,0,0,0,0,1,0,0,0,0,1,0,7.827777777777779
2006-04-12 21:00:00,6.122222222222224,0.72,9.8049,11.0,15.005200000000002,1006.56,0,0,0,0,0,0,0,1,0,0,1,0,7.855555555555556
2006-04-12 22:00:00,6.211111111111111,0.75,6.6654,326.0,15.8746,1007.07,0,0,0,0,0,1,0,0,0,0,1,0,7.316666666666667
2006-04-12 23:00:00,6.005555555555556,0.75,7.1162,309.0,15.8746,1007.37,0,0,0,0,0,0,0,1,0,0,1,0,7.244444444444444
2006-04-13 00:00:00,5.438888888888888,0.88,3.719100000000001,193.0,9.982,1012.23,0,0,0,0,0,0,0,0,1,0,1,0,5.438888888888888
2006-04-13 01:00:00,4.549999999999999,0.76,14.4739,273.0,15.826300000000002,1007.28,0,0,0,0,0,0,0,1,0,0,1,0,7.200000000000001
2006-04-13 02:00:00,3.1611111111111097,0.7,20.5275,300.0,15.826300000000002,1007.18,0,0,0,0,0,0,0,1,0,0,1,0,6.688888888888888
2006-04-13 03:00:00,2.694444444444445,0.73,19.3039,309.0,14.9569,1007.39,0,0,0,0,0,0,0,1,0,0,1,0,6.211111111111111
2006-04-13 04:00:00,2.7999999999999994,0.76,17.436300000000003,300.0,9.982,1007.67,0,0,0,0,0,0,0,1,0,0,1,0,6.111111111111111
2006-04-13 05:00:00,2.438888888888889,0.76,20.4148,300.0,9.982,1007.98,0,0,0,0,0,0,0,1,0,0,1,0,6.111111111111111
2006-04-13 06:00:00,2.922222222222221,0.76,17.0499,307.0,9.982,1008.57,0,0,0,0,0,0,0,1,0,0,1,0,6.172222222222222
2006-04-13 07:00:00,3.8333333333333326,0.71,20.5114,319.0,9.982,1008.87,0,0,0,0,0,0,0,1,0,0,1,0,7.222222222222222
2006-04-13 08:00:00,4.2444444444444445,0.73,17.6456,328.0,9.982,1009.44,0,0,0,0,0,0,0,1,0,0,1,0,7.288888888888888
2006-04-13 09:00:00,4.816666666666667,0.72,14.4095,318.0,9.982,1010.03,0,0,0,0,0,0,0,1,0,0,1,0,7.405555555555555
2006-04-13 10:00:00,6.072222222222222,0.7,10.7548,321.0,10.0464,1010.22,0,0,0,0,0,0,0,1,0,0,1,0,7.96111111111111
2006-04-13 11:00:00,7.583333333333333,0.7,4.8622000000000005,349.0,10.0464,1010.39,0,0,0,0,0,0,0,1,0,0,1,0,8.033333333333335
2006-04-13 12:00:00,9.07777777777778,0.65,2.3828,348.0,10.0303,1010.24,0,0,0,0,0,0,0,1,0,0,1,0,9.07777777777778
2006-04-13 13:00:00,9.05,0.62,0.322,243.0,9.982,1010.0,0,0,0,0,0,0,0,1,0,0,1,0,9.05
2006-04-13 14:00:00,9.05,0.65,3.2522,177.0,11.2056,1009.98,0,0,0,0,0,0,0,1,0,0,1,0,9.05
2006-04-13 15:00:00,9.183333333333334,0.65,3.0107000000000004,170.0,11.0285,1010.05,0,0,0,0,0,0,0,1,0,0,1,0,9.183333333333334
2006-04-13 16:00:00,7.455555555555557,0.7,10.465,172.0,9.982,1010.1,0,0,0,0,0,0,0,1,0,0,1,0,9.07222222222222
2006-04-13 17:00:00,6.81111111111111,0.75,7.3416,172.0,9.982,1010.39,0,0,0,0,0,0,0,1,0,0,1,0,7.983333333333332
2006-04-13 18:00:00,6.433333333333333,0.75,9.5151,150.0,9.982,1010.91,0,0,0,0,0,0,0,1,0,0,1,0,8.072222222222223
2006-04-13 19:00:00,6.127777777777778,0.82,9.9981,142.0,9.982,1011.32,0,0,0,0,0,0,0,1,0,0,1,0,7.894444444444446
2006-04-13 20:00:00,4.8055555555555545,0.83,13.685,141.0,11.9784,1011.61,0,0,0,0,0,0,0,1,0,0,1,0,7.311111111111109
2006-04-13 21:00:00,5.183333333333333,0.84,11.5437,141.0,14.168000000000005,1011.97,0,0,0,0,0,1,0,0,0,0,1,0,7.33888888888889
2006-04-13 22:00:00,4.111111111111111,0.85,12.719,142.0,14.9086,1012.22,0,0,0,0,0,1,0,0,0,0,1,0,6.622222222222224
2006-04-13 23:00:00,3.4111111111111114,0.88,12.8961,130.0,14.9086,1012.74,0,0,0,0,0,0,0,0,1,0,1,0,6.066666666666667
2006-04-14 00:00:00,8.338888888888887,0.88,0.6923,359.0,15.005200000000002,1015.35,0,0,0,0,0,0,0,0,1,0,1,0,8.338888888888887
2006-04-14 01:00:00,4.111111111111111,0.91,5.5384,166.0,9.982,1013.29,0,0,0,0,0,1,0,0,0,0,1,0,5.183333333333333
2006-04-14 02:00:00,2.566666666666665,0.94,5.2003,145.0,9.982,1013.39,0,0,0,0,0,1,0,0,0,0,1,0,3.722222222222224
2006-04-14 03:00:00,3.7055555555555566,0.93,5.618900000000001,170.0,5.9248,1013.45,0,0,0,0,0,1,0,0,0,0,1,0,4.855555555555557
2006-04-14 04:00:00,5.211111111111112,0.92,4.7656,178.0,1.2236,1013.4,0,0,0,0,1,0,0,0,0,0,1,0,5.211111111111112
2006-04-14 05:00:00,4.638888888888889,0.92,7.921200000000001,223.0,7.212800000000001,1013.81,0,0,0,0,0,0,0,1,0,0,1,0,6.255555555555555
2006-04-14 06:00:00,6.0555555555555545,0.87,9.7566,240.0,10.6743,1014.7,0,0,0,0,0,1,0,0,0,0,1,0,7.794444444444445
2006-04-14 07:00:00,10.050000000000002,0.76,9.6922,231.0,11.2056,1014.67,0,0,0,0,0,1,0,0,0,0,1,0,10.050000000000002
2006-04-14 08:00:00,12.2,0.66,14.49,230.0,9.982,1014.66,0,0,0,0,0,1,0,0,0,0,1,0,12.2
2006-04-14 09:00:00,12.7,0.63,20.3343,214.0,11.0285,1014.8,0,0,0,0,0,1,0,0,0,0,1,0,12.7
2006-04-14 10:00:00,13.933333333333332,0.58,23.5865,222.0,11.27,1014.47,0,0,0,0,0,0,0,0,1,0,1,0,13.933333333333332
2006-04-14 11:00:00,15.094444444444449,0.59,22.2985,241.0,11.27,1014.16,0,0,0,0,0,0,0,0,1,0,1,0,15.094444444444449
2006-04-14 12:00:00,15.150000000000002,0.5,14.715400000000002,235.0,11.4471,1014.07,0,0,0,0,0,1,0,0,0,0,1,0,15.150000000000002
2006-04-14 13:00:00,16.177777777777777,0.44,14.49,238.0,11.27,1013.34,0,0,0,0,0,0,0,0,1,0,1,0,16.177777777777777
2006-04-14 14:00:00,16.25,0.55,14.715400000000002,211.0,11.27,1012.72,0,0,0,0,0,0,0,0,1,0,1,0,16.25
2006-04-14 15:00:00,16.29444444444444,0.5,19.5937,221.0,11.4471,1012.38,0,0,0,0,0,0,0,0,1,0,1,0,16.29444444444444
2006-04-14 16:00:00,16.099999999999998,0.56,14.828100000000004,215.0,11.125100000000002,1012.38,0,0,0,0,0,0,0,0,1,0,1,0,16.099999999999998
2006-04-14 17:00:00,12.955555555555556,0.68,11.9784,224.0,11.27,1012.72,0,0,0,0,0,0,0,0,1,0,1,0,12.955555555555556
2006-04-14 18:00:00,13.85,0.64,11.5598,231.0,11.4471,1013.42,0,0,0,0,0,1,0,0,0,0,1,0,13.85
2006-04-14 19:00:00,12.77777777777778,0.69,14.2485,358.0,10.0464,1014.41,0,0,0,0,0,1,0,0,0,0,1,0,12.77777777777778
2006-04-14 20:00:00,12.15,0.72,11.253900000000002,8.0,15.8746,1014.89,0,0,0,0,0,1,0,0,0,0,1,0,12.15
2006-04-14 21:00:00,10.677777777777775,0.81,5.7799000000000005,59.0,15.005200000000002,1014.91,0,0,0,0,0,1,0,0,0,0,1,0,10.677777777777775
2006-04-14 22:00:00,10.444444444444445,0.83,2.6404,63.0,15.8746,1014.75,0,0,0,0,0,1,0,0,0,0,1,0,10.444444444444445
2006-04-14 23:00:00,9.466666666666663,0.8,5.313,65.0,15.8746,1015.55,0,0,0,0,0,1,0,0,0,0,1,0,9.822222222222225
2006-04-15 00:00:00,11.02777777777778,0.74,11.382700000000002,146.0,14.9569,1015.7,0,0,0,0,0,1,0,0,0,0,1,0,11.02777777777778
2006-04-15 01:00:00,7.138888888888889,0.93,3.6547,305.0,14.9086,1016.43,0,0,0,0,0,1,0,0,0,0,1,0,7.138888888888889
2006-04-15 02:00:00,5.644444444444442,0.89,10.8675,327.0,14.9086,1016.56,0,0,0,0,0,1,0,0,0,0,1,0,7.622222222222222
2006-04-15 03:00:00,6.611111111111111,0.86,6.5205,319.0,13.3791,1017.15,0,0,0,0,0,1,0,0,0,0,1,0,7.627777777777775
2006-04-15 04:00:00,4.855555555555557,0.86,11.3988,271.0,9.982,1017.37,0,0,0,0,0,1,0,0,0,0,1,0,7.044444444444444
2006-04-15 05:00:00,7.03888888888889,0.84,9.66,297.0,9.982,1018.25,0,0,0,0,0,0,0,0,1,0,1,0,8.599999999999998
2006-04-15 06:00:00,7.383333333333332,0.84,15.955100000000002,289.0,9.982,1019.24,0,0,0,0,0,0,0,0,1,0,1,0,9.65
2006-04-15 07:00:00,12.105555555555554,0.72,13.1698,310.0,9.982,1019.83,0,0,0,0,0,0,0,0,1,0,1,0,12.105555555555554
2006-04-15 08:00:00,12.77777777777778,0.71,13.1698,301.0,11.2056,1020.51,0,0,0,0,0,0,0,0,1,0,1,0,12.77777777777778
2006-04-15 09:00:00,13.81111111111111,0.65,9.6761,307.0,11.4471,1020.91,0,0,0,0,0,0,0,0,1,0,1,0,13.81111111111111
2006-04-15 10:00:00,16.016666666666666,0.48,11.237800000000002,307.0,11.27,1020.6,0,0,0,0,0,0,0,0,1,0,1,0,16.016666666666666
2006-04-15 11:00:00,17.127777777777776,0.47,12.7029,308.0,11.27,1020.39,0,0,0,0,0,0,0,0,1,0,1,0,17.127777777777776
2006-04-15 12:00:00,17.144444444444446,0.43,10.6099,279.0,11.4471,1020.34,0,0,0,0,0,0,0,0,1,0,1,0,17.144444444444446
2006-04-15 13:00:00,17.77777777777778,0.4,7.953400000000001,272.0,11.2056,1019.7,0,0,0,0,0,1,0,0,0,0,1,0,17.77777777777778
2006-04-15 14:00:00,17.77777777777778,0.37,2.5921000000000003,351.0,11.2056,1018.89,0,0,0,0,0,1,0,0,0,0,1,0,17.77777777777778
2006-04-15 15:00:00,17.805555555555557,0.43,11.0124,175.0,10.3523,1018.48,0,0,0,0,0,1,0,0,0,0,1,0,17.805555555555557
2006-04-15 16:00:00,16.15555555555555,0.52,9.1931,172.0,9.982,1017.87,0,0,0,0,0,1,0,0,0,0,1,0,16.15555555555555
2006-04-15 17:00:00,14.05,0.63,9.160900000000002,160.0,9.982,1017.56,0,0,0,0,0,1,0,0,0,0,1,0,14.05
2006-04-15 18:00:00,13.08888888888889,0.67,9.2736,138.0,9.982,1017.38,0,0,0,0,0,1,0,0,0,0,1,0,13.08888888888889
2006-04-15 19:00:00,12.288888888888888,0.72,9.4507,141.0,9.982,1017.58,0,0,0,0,0,1,0,0,0,0,1,0,12.288888888888888
2006-04-15 20:00:00,12.77777777777778,0.66,11.0768,141.0,15.826300000000002,1017.65,0,0,0,0,0,0,0,1,0,0,1,0,12.77777777777778
2006-04-15 21:00:00,12.727777777777776,0.67,13.3791,149.0,14.9569,1017.36,0,0,0,0,0,0,0,1,0,0,1,0,12.727777777777776
2006-04-15 22:00:00,12.266666666666666,0.69,14.1358,151.0,15.826300000000002,1016.8,0,0,0,0,0,0,0,1,0,0,1,0,12.266666666666666
2006-04-15 23:00:00,11.71111111111111,0.71,11.3183,158.0,15.826300000000002,1016.64,0,0,0,0,0,0,0,1,0,0,1,0,11.71111111111111
2006-04-16 00:00:00,10.82777777777778,0.86,9.177,259.0,14.168000000000005,1013.13,0,0,0,0,0,0,0,0,1,0,1,0,10.82777777777778
2006-04-16 01:00:00,12.2,0.59,14.168000000000005,141.0,15.826300000000002,1014.79,0,0,0,0,0,0,0,1,0,0,1,0,12.2
2006-04-16 02:00:00,12.2,0.6,14.296800000000005,151.0,15.826300000000002,1014.25,0,0,0,0,0,0,0,1,0,0,1,0,12.2
2006-04-16 03:00:00,11.688888888888888,0.68,13.8299,152.0,14.9569,1013.95,0,0,0,0,0,0,0,1,0,0,1,0,11.688888888888888
2006-04-16 04:00:00,11.205555555555556,0.77,14.007,132.0,9.982,1013.63,0,0,0,0,0,0,0,1,0,0,1,0,11.205555555555556
2006-04-16 05:00:00,11.133333333333333,0.77,15.4882,150.0,9.982,1013.27,0,0,0,0,0,1,0,0,0,0,1,0,11.133333333333333
2006-04-16 06:00:00,11.43888888888889,0.77,13.8782,163.0,10.3523,1013.56,0,0,0,0,0,1,0,0,0,0,1,0,11.43888888888889
2006-04-16 07:00:00,13.033333333333337,0.81,14.457800000000002,209.0,9.982,1012.85,0,0,0,0,0,1,0,0,0,0,1,0,13.033333333333337
